provider,category,party,committee_id,committee_name,committee_type,candidate,total_amount,transaction_count
REVV,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",204792.11,10
REVV,Fundraising Platform (R-aligned),REP,C00764522,NRSC (NATIONAL REPUBLICAN SENATORIAL COMMITTEE),Senatorial Committee,,204757.65,88
REVV,Fundraising Platform (R-aligned),REP,C00764522,NRSC (NATIONAL REPUBLICAN SENATORIAL COMMITTEE),Senatorial Committee,,97006.17,28
REVV,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",95000.0,1
REVV,Fundraising Platform (R-aligned),REP,C00764522,NRSC (NATIONAL REPUBLICAN SENATORIAL COMMITTEE),Senatorial Committee,,79613.47,34
REVV,Fundraising Platform (R-aligned),REP,C00764522,NRSC (NATIONAL REPUBLICAN SENATORIAL COMMITTEE),Senatorial Committee,,41285.05,15
REVV,Fundraising Platform (R-aligned),REP,C00764522,NRSC (NATIONAL REPUBLICAN SENATORIAL COMMITTEE),Senatorial Committee,,29959.95,1
REVV,Fundraising Platform (R-aligned),REP,C00820118,SAVE AMERICA,Leadership PAC,"TRUMP, DONALD J",23449.8,3
REVV,Fundraising Platform (R-aligned),REP,C00764522,NRSC (NATIONAL REPUBLICAN SENATORIAL COMMITTEE),Senatorial Committee,,22449.39,4
REVV,Fundraising Platform (R-aligned),REP,C00764522,NRSC (NATIONAL REPUBLICAN SENATORIAL COMMITTEE),Senatorial Committee,,15599.95,1
REVV,Fundraising Platform (R-aligned),REP,C00764522,NRSC (NATIONAL REPUBLICAN SENATORIAL COMMITTEE),Senatorial Committee,,13000.0,1
REVV,Fundraising Platform (R-aligned),REP,C00764522,NRSC (NATIONAL REPUBLICAN SENATORIAL COMMITTEE),Senatorial Committee,,9282.91,6
REVV,Fundraising Platform (R-aligned),REP,C00820118,SAVE AMERICA,Leadership PAC,"TRUMP, DONALD J",7800.0,1
REVV,Fundraising Platform (R-aligned),REP,C00764522,NRSC (NATIONAL REPUBLICAN SENATORIAL COMMITTEE),Senatorial Committee,,5000.0,1
REVV,Fundraising Platform (R-aligned),REP,C00761528,NRCC (NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE),Congressional Committee,,4816.81,1
REVV,Fundraising Platform (R-aligned),REP,C00764522,NRSC (NATIONAL REPUBLICAN SENATORIAL COMMITTEE),Senatorial Committee,,1398.38,1
REVV,Fundraising Platform (R-aligned),REP,C00764522,NRSC (NATIONAL REPUBLICAN SENATORIAL COMMITTEE),Senatorial Committee,,1.96,69
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",42127379.33,1052
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",24003810.18,537
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",23990429.08,513
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",18979968.3,502
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",13006655.83,321
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",12771279.81,456
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",12399102.46,405
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",10488027.71,353
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",8694261.81,303
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",6866866.84,225
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",5968756.09,238
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",5702556.58,210
WINRED,Fundraising Platform (R-aligned),REP,C00820118,SAVE AMERICA,Leadership PAC,"TRUMP, DONALD J",5534291.56,8
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",4937458.87,172
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",4780862.08,153
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",4585655.54,151
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",4291965.25,163
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",3876429.22,161
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",3725766.6,122
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",3609651.59,112
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",3497843.64,125
WINRED,Fundraising Platform (R-aligned),REP,C00865667,TRUMP 47 COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",3413629.36,3
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",2931389.15,125
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",2794534.66,81
WINRED,Fundraising Platform (R-aligned),REP,C00820118,SAVE AMERICA,Leadership PAC,"TRUMP, DONALD J",2694200.0,1
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",2690063.57,85
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",2560001.05,72
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",2316696.56,94
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",2156620.91,72
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",2086558.45,82
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",2071095.2,66
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",1961988.35,67
WINRED,Fundraising Platform (R-aligned),REP,C00865667,TRUMP 47 COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",1761667.3,4
WINRED,Fundraising Platform (R-aligned),REP,C00820118,SAVE AMERICA,Leadership PAC,"TRUMP, DONALD J",1711100.0,2
WINRED,Fundraising Platform (R-aligned),REP,C00846105,TRUMP NATIONAL COMMITTEE JFC,Joint Fundraising,"TRUMP, DONALD J",1655430.42,4
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",1445992.15,42
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",1365247.7,42
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",1293012.28,45
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",1282028.04,1
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",1276508.0,1
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",1257750.58,53
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",1200000.0,1
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",1160000.0,1
WINRED,Fundraising Platform (R-aligned),REP,C00764522,NRSC (NATIONAL REPUBLICAN SENATORIAL COMMITTEE),Senatorial Committee,,1139927.31,198
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",1127655.68,35
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",1119416.03,32
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",1064543.65,35
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",1042174.87,29
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",1000000.0,1
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",967416.99,25
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",957095.82,24
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",948393.77,23
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",947698.49,23
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",923870.32,27
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",877543.87,33
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",867710.64,23
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",860990.23,27
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",860624.13,27
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",849858.54,30
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",843178.89,23
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",816834.16,24
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",810637.16,23
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",808709.68,22
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",806032.8,19
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",802735.2,21
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",800000.0,1
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",791424.15,21
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",788523.38,20
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",779555.85,20
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",779427.56,21
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",778889.29,19
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",774920.64,23
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",773654.79,20
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",760555.07,18
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",759432.85,18
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",747816.85,19
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",733076.83,18
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",729764.35,22
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",729568.57,19
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",725362.22,17
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",716878.22,15
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",712503.45,1
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",710987.48,15
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",709174.16,16
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",707399.58,22
WINRED,Fundraising Platform (R-aligned),REP,C00764522,NRSC (NATIONAL REPUBLICAN SENATORIAL COMMITTEE),Senatorial Committee,,704413.46,102
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",701789.68,16
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",698927.83,17
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",698789.86,20
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",688978.88,15
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",682949.63,17
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",681789.48,13
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",674379.46,18
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",670524.29,14
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",665764.05,13
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",665044.1,14
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",658735.29,16
WINRED,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",653453.41,10
